0;0;0;0;0;
1;0;0;0;1;
0;0;0;0;0;
0;0;0;0;0;
1;0;0;0;1;
1;0;0;1;2;
1;0;0;1;2;
1;0;0;0;1;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
2;0;0;0;2;
3;0;0;2;5;
1;0;0;0;1;
0;0;0;0;0;
0;0;4;1;5;
2;1;4;1;8;
4;0;3;1;8;
1;0;0;0;1;
0;0;0;0;0;
1;0;0;0;1;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;0;0;
1;0;0;0;1;
1;0;0;0;1;
1;0;2;1;4;
0;1;0;0;1;
1;0;0;0;1;
1;0;1;0;2;
0;0;0;0;0;
0;1;0;1;2;
1;0;2;0;3;
1;1;0;0;2;
0;0;1;1;2;
5;2;27;6;40;
1;0;0;2;3;
0;0;0;0;0;
0;0;1;1;2;
0;0;5;1;6;
1;0;1;0;2;
1;0;0;0;1;
4;0;2;0;6;
3;0;4;0;7;
0;0;0;0;0;
1;0;1;0;2;
0;0;0;0;0;
4;0;2;2;8;
1;0;1;1;3;
2;0;0;0;2;
0;0;1;0;1;
2;0;1;0;3;
0;0;0;0;0;
0;0;0;0;0;
1;0;0;0;1;
0;0;0;1;1;
0;0;1;0;1;
1;0;0;3;4;
0;0;0;0;0;
1;0;0;0;1;
1;0;0;0;1;
2;0;0;0;2;
2;1;1;0;4;
0;0;1;0;1;
0;0;0;0;0;
0;0;0;0;0;
0;0;1;0;1;
1;0;0;1;2;
0;0;0;0;0;
1;0;0;1;2;
1;0;1;1;3;
0;0;0;0;0;
1;0;0;0;1;
1;0;0;1;2;
1;0;0;0;1;
1;0;0;0;1;
1;1;1;0;3;
0;0;2;0;2;
0;0;0;1;1;
0;0;0;0;0;
1;0;0;0;1;
0;0;0;0;0;
4;0;0;0;4;
0;1;0;0;1;
1;0;9;2;12;
1;1;1;1;4;
1;0;0;1;2;
0;0;0;0;0;
0;0;0;0;0;
0;0;0;1;1;
1;0;0;0;1;
2;0;1;0;3;
2;0;0;1;3;
2;0;0;0;2;
82;10;82;38;212;
